work_id_1,work_id_2,mp_name,constituency,state,description_1,description_2,similarity_score,sanction_amount_1,sanction_amount_2,sanction_date_1,sanction_date_2,days_difference,potential_split_work,audit_alert
WS/MP18205/2024-2025/148354-Street lights,WS/MP18205/2024-2025/148714-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148354-Street lights,WS/MP18205/2024-2025/148715-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148354-Street lights,WS/MP18205/2024-2025/148716-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148354-Street lights,WS/MP18205/2024-2025/148717-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148354-Street lights,WS/MP18205/2024-2025/148718-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148357-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148358-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148359-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148360-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148362-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148353-Street lights,WS/MP18205/2024-2025/148712-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148363-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148364-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148366-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148367-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148368-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148369-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148370-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148371-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148372-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148356-Street lights,WS/MP18205/2024-2025/148373-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148354-Street lights,WS/MP18205/2024-2025/148712-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148354-Street lights,WS/MP18205/2024-2025/148374-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148354-Street lights,WS/MP18205/2024-2025/148373-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148354-Street lights,WS/MP18205/2024-2025/148372-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148353-Street lights,WS/MP18205/2024-2025/148713-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148353-Street lights,WS/MP18205/2024-2025/148714-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148353-Street lights,WS/MP18205/2024-2025/148715-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148353-Street lights,WS/MP18205/2024-2025/148716-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18205/2024-2025/148353-Street lights,WS/MP18205/2024-2025/148717-Street lights,SANATAN PANDEY,BALLIA,Uttar Pradesh,Installation of Semi High Mast Lights at different places as per attached recommendation letter,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1.0,216470.0,216470.0,2025-03-20,2025-03-20,0,True,Potentially Similar Work — Requires Human Verification
